,DEC_LAT,DEC_LONG,DRINKING_DRIVER,CELL_PHONE,RUNNING_RED_LT,AGGRESSIVE_DRIVING,DISTRACTED,DRUGGED_DRIVER,ILLEGAL_DRUG_RELATED,RUNNING_STOP_SIGN,NEIGHBORHOOD
3561,40.411,-79.9555,0,0,0,0,0,0,0,0,South Side Flats
3563,40.4529,-80.0394,0,0,0,0,0,0,0,0,Esplen
3565,40.4896,-79.9299,0,0,0,0,0,0,0,0,Morningside
3566,40.4724,-79.9418,0,0,0,0,0,0,0,0,Central Lawrenceville
3569,40.4881,-79.9211,0,0,0,0,0,0,0,0,Morningside
3570,40.4518,-79.9535,0,0,0,0,0,0,0,0,North Oakland
3571,40.4619,-79.8938,0,0,0,0,0,0,0,0,Homewood North
3572,40.4383,-79.9335,0,0,0,1,0,0,0,0,Squirrel Hill North
3573,40.4411,-79.9197,0,0,0,0,0,0,0,0,Squirrel Hill North
3575,40.4349,-79.9731,1,0,0,1,0,0,0,0,South Oakland
3576,40.446,-79.9272,0,0,0,0,0,0,0,0,Squirrel Hill North
3577,40.4237,-79.9274,0,0,0,0,0,0,0,0,Greenfield
3578,40.3895,-79.9357,0,0,0,1,1,0,0,0,Hays
3579,40.4397,-79.9524,0,0,0,0,0,0,0,0,Central Oakland
3580,40.4352,-79.953,0,0,0,0,0,0,0,0,Central Oakland
3581,40.4272,-79.9387,0,0,0,0,0,0,0,0,Greenfield
3582,40.4522,-79.9509,0,0,0,0,0,0,0,0,North Oakland
3595,40.4485,-79.8991,0,0,0,1,0,0,0,0,Point Breeze North
3596,40.4515,-79.9081,0,0,0,1,0,0,0,0,Point Breeze North
3597,40.4311,-79.9592,0,0,1,1,0,0,0,0,South Oakland
3598,40.4078,-79.9435,0,0,0,0,1,0,0,0,Hazelwood
3600,40.4154,-79.9249,0,0,0,0,0,0,0,0,Squirrel Hill South
3601,40.4471,-79.8952,0,0,0,1,0,0,0,0,Point Breeze
3602,40.4583,-79.9251,0,0,0,0,0,0,0,0,Shadyside
3603,40.4465,-79.9964,0,0,0,0,0,0,0,0,Central Business District
3609,40.4721,-79.9427,0,0,0,0,0,0,0,0,Garfield
3610,40.4611,-79.9098,0,0,0,0,0,0,0,0,Larimer
3611,40.4648,-79.9349,0,0,0,0,0,0,0,0,Garfield
3613,40.4566,-79.9397,0,0,1,1,0,0,0,0,Bloomfield
3614,40.463,-79.956,0,0,0,0,1,0,0,0,Bloomfield
3615,40.461,-79.9249,0,0,0,1,0,0,0,0,East Liberty
3616,40.4582,-79.9056,0,0,0,1,0,0,0,0,Homewood West
3617,40.4636,-79.953,0,0,0,1,0,0,0,0,Bloomfield
3618,40.478,-79.9233,0,0,0,1,0,0,0,0,Highland Park
3620,40.4369,-79.8964,0,0,0,0,0,0,0,0,Regent Square
3622,40.4388,-79.9571,0,0,0,0,0,0,0,0,Central Oakland
3624,40.4566,-79.9397,0,0,1,1,0,0,0,0,Bloomfield
3625,40.4227,-79.9288,0,0,0,0,0,0,0,0,Greenfield
3626,40.4702,-80.0367,0,0,0,0,1,0,0,0,Marshall-Shadeland
3628,40.4734,-80.0144,0,0,0,0,0,0,0,0,Perry South
3629,40.4586,-79.9574,1,0,0,1,0,0,0,0,Polish Hill
3630,40.4585,-79.9628,0,0,0,0,0,0,0,0,Polish Hill
3632,40.3822,-79.9959,1,0,0,0,0,0,0,0,Overbrook
3633,40.4342,-79.9958,0,0,0,0,0,0,0,0,Central Business District
3634,40.4704,-79.9605,0,0,0,0,0,0,0,0,Central Lawrenceville
3635,40.4621,-80.0307,0,1,0,0,1,0,0,0,California-Kirkbride
3636,40.4853,-80.0095,0,0,0,0,0,0,0,0,Perry North
3637,40.4581,-80.0117,0,0,0,0,1,0,0,0,Central Northside
3638,40.4515,-80.0189,0,0,0,1,0,0,0,0,Chateau
3640,40.4495,-80.0026,0,0,0,0,1,0,0,0,North Shore
3641,40.4682,-79.9771,0,0,0,1,0,0,0,0,Troy Hill
3643,40.4726,-80.0382,1,0,0,1,0,0,0,0,Brighton Heights
3644,40.4515,-80.0189,0,0,0,1,0,0,0,0,Chateau
3645,40.48,-80.0444,0,0,0,0,0,0,0,0,Brighton Heights
3647,40.4417,-80.0353,0,0,0,1,0,0,0,0,West End
3648,40.4848,-79.947,0,0,0,0,0,0,0,0,Upper Lawrenceville
3650,40.4028,-80.0179,0,0,0,1,0,0,0,0,Brookline
3651,40.4283,-79.9728,0,0,0,1,0,0,0,0,South Side Flats
3652,40.4397,-80.0352,0,0,0,1,0,0,0,0,West End
3653,40.4213,-79.9921,0,0,0,0,0,0,0,0,Allentown
3654,40.4481,-80.0084,0,0,0,1,0,0,0,0,North Shore
3655,40.4165,-79.9952,0,0,0,0,0,0,0,0,Knoxville
3656,40.3766,-80.0046,0,0,0,0,0,0,0,0,Overbrook
3658,40.4025,-79.9945,0,0,0,0,1,0,0,0,Carrick
3660,40.3924,-79.9972,0,0,0,1,0,0,0,0,Overbrook
3662,40.4293,-79.9992,0,0,1,1,0,0,0,0,South Shore
3664,40.453,-80.0394,1,0,0,1,0,0,0,0,Esplen
3665,40.3967,-79.9877,0,0,0,0,0,0,0,0,Carrick
3666,40.4168,-80.0298,0,0,0,1,0,0,0,0,Beechview
3667,40.4168,-80.0298,0,0,1,1,0,0,0,0,Beechview
3668,40.3961,-79.9971,0,0,0,1,0,0,0,0,Carrick
3669,40.454,-80.0595,0,0,0,1,0,0,0,1,Sheraden
3678,40.4879,-79.9203,1,0,0,1,0,0,0,0,Morningside
3679,40.4293,-79.9992,0,0,0,1,0,0,0,0,South Shore
3681,40.464,-79.9245,0,0,0,0,0,0,0,0,East Liberty
3683,40.4576,-79.9555,0,0,0,0,0,0,0,0,North Oakland
3685,40.4543,-79.887,0,0,1,1,0,0,0,0,Homewood South
3686,40.4625,-79.9244,0,0,0,1,0,0,0,0,East Liberty
3688,40.4557,-79.8792,0,0,1,1,0,0,0,0,East Hills
3689,40.4515,-79.9534,0,0,0,1,0,0,0,0,North Oakland
3690,40.4191,-79.9261,0,0,0,1,0,0,0,0,Squirrel Hill South
3692,40.4352,-79.9565,0,0,0,0,0,0,0,0,Central Oakland
3698,40.4944,-80.0121,0,0,0,1,0,0,0,0,Perry North
3699,40.4368,-80.0023,0,0,0,0,1,0,0,0,Central Business District
3702,40.4565,-79.9983,0,0,0,0,0,0,0,0,East Allegheny
3722,40.4201,-80.0333,0,0,0,1,0,0,0,0,Ridgemont
3735,40.427,-79.9198,0,0,0,1,0,0,0,0,Squirrel Hill South
3738,40.4352,-79.9834,0,0,0,1,0,0,0,0,Bluff
3749,40.4273,-79.9212,0,0,0,1,0,0,0,0,Squirrel Hill South
3751,40.4539,-79.9974,0,0,0,1,0,0,0,0,East Allegheny
3752,40.4952,-80.014,0,0,0,1,0,0,0,0,Perry North
3754,40.4266,-79.917,0,0,0,1,0,0,0,0,Squirrel Hill South
3756,40.4266,-79.917,0,0,0,0,1,0,0,0,Squirrel Hill South
3788,40.4352,-79.9834,0,0,0,0,0,0,0,0,Bluff
3825,40.4655,-79.9141,0,0,0,0,0,0,0,0,Larimer
3826,40.4583,-79.9338,0,0,0,0,0,0,0,0,East Liberty
3828,40.4631,-79.9527,0,0,0,1,0,0,0,0,Bloomfield
3829,40.4657,-79.9427,0,0,0,0,0,0,0,0,Garfield
3831,40.4655,-79.9464,0,0,0,0,0,0,0,0,Garfield
3843,40.3898,-80.0147,0,0,0,1,0,0,0,0,Brookline
3846,40.4068,-80.0345,0,0,0,0,1,0,0,0,Banksville
3847,40.4264,-79.9932,0,0,0,0,0,0,0,0,Allentown
3848,40.43,-80.025,0,0,0,1,0,0,0,0,Duquesne Heights
3849,40.4729,-79.9196,0,0,0,0,0,0,0,0,Highland Park
3852,40.411,-79.9425,0,0,0,0,0,0,0,0,Hazelwood
3858,40.4576,-80.0732,0,0,0,0,0,0,0,0,Chartiers City
3872,40.411,-79.9555,0,0,0,0,0,0,0,0,South Side Flats
3877,40.4381,-79.994,0,0,0,1,0,0,0,0,Bluff
3883,40.4734,-80.0387,0,0,0,0,1,0,0,0,Brighton Heights
3884,40.4541,-79.9968,0,0,1,1,0,0,0,0,East Allegheny
3885,40.4696,-80.0277,0,0,0,0,0,0,0,0,Marshall-Shadeland
3886,40.4236,-79.9618,0,0,0,0,0,0,0,0,South Side Flats
3887,40.438,-79.9941,0,0,0,0,1,0,0,0,Bluff
3888,40.4143,-80.0096,0,0,0,0,1,0,0,0,Beltzhoover
3889,40.4278,-79.992,0,0,0,1,0,0,0,0,South Side Flats
3890,40.4073,-80.0336,0,1,0,0,1,0,0,0,Beechview
3891,40.419,-80.0062,0,0,0,0,0,0,0,0,Beltzhoover
3893,40.444,-80.0406,0,0,0,0,1,0,0,0,Elliott
3894,40.4574,-79.9174,0,0,0,0,0,0,0,0,Shadyside
3896,40.4482,-79.9784,0,0,0,1,0,0,0,0,Middle Hill
3900,40.4264,-79.893,0,0,0,1,0,0,0,0,Swisshelm Park
3905,40.4357,-79.9794,0,0,0,0,0,0,0,0,Bluff
3907,40.4246,-80.0307,0,0,0,1,0,0,0,0,Banksville
3949,40.3943,-80.0263,0,0,0,0,0,0,0,0,Brookline
3952,40.4293,-79.9992,0,0,0,1,0,0,0,0,South Shore
3953,40.4288,-79.9864,0,0,0,0,1,0,0,0,South Side Flats
3954,40.4485,-80.0822,0,0,0,0,0,0,0,0,Fairywood
3955,40.4085,-79.975,0,1,0,0,1,0,0,0,St. Clair
3956,40.4295,-80.0073,0,0,0,0,0,0,0,0,Mount Washington
3957,40.4503,-80.0605,0,0,0,0,0,0,0,0,Sheraden
3958,40.465,-79.9049,0,0,0,0,0,0,0,0,Lincoln-Lemington-Belmar
3962,40.4579,-79.8985,0,0,0,0,0,0,0,0,Homewood South
3963,40.4552,-79.891,0,0,0,0,0,0,0,0,Homewood South
3964,40.4641,-79.9515,0,0,0,0,0,0,0,0,Bloomfield
3968,40.4405,-79.9656,0,0,0,0,0,0,0,0,West Oakland
3970,40.4378,-79.9307,0,0,0,1,0,0,0,0,Squirrel Hill South
3972,40.4398,-79.9594,1,0,0,0,0,0,0,0,Central Oakland
3983,40.4329,-79.9365,0,0,0,0,1,0,0,0,Squirrel Hill South
3984,40.4513,-79.9279,0,0,0,1,0,0,0,0,Shadyside
3985,40.4543,-79.9439,0,0,0,1,0,0,0,1,Shadyside
3988,40.438,-79.919,0,0,0,1,0,0,0,0,Squirrel Hill South
3990,40.4018,-79.9377,0,0,0,0,0,0,0,0,Hazelwood
3997,40.4559,-79.8852,0,0,0,1,0,0,0,0,Homewood North
3999,40.456,-79.9417,0,0,0,1,0,0,0,0,Bloomfield
4002,40.4047,-79.9421,0,0,0,0,0,0,0,0,Hazelwood
4003,40.4507,-79.9355,0,0,0,0,0,0,0,0,Shadyside
4004,40.4454,-79.9342,0,0,0,0,0,0,0,0,Squirrel Hill North
4005,40.4454,-79.9341,0,0,0,0,0,0,0,0,Squirrel Hill North
4006,40.3735,-79.9194,0,0,0,0,0,0,0,0,Lincoln Place
4007,40.4398,-79.9231,0,0,0,0,0,0,0,0,Squirrel Hill North
4008,40.4489,-80.0007,0,0,1,1,0,0,0,0,North Shore
4009,40.4628,-80.0297,0,0,0,0,0,0,0,0,California-Kirkbride
4010,40.4587,-79.9985,1,0,1,1,0,0,0,0,East Allegheny
4013,40.3953,-79.9974,0,0,0,0,0,0,0,0,Overbrook
4015,40.4598,-79.9714,0,0,0,1,0,0,0,0,Strip District
4018,40.4435,-80.0068,0,0,0,0,0,0,0,0,Central Business District
4019,40.4586,-79.9574,0,0,1,1,0,0,0,0,Polish Hill
4020,40.4489,-79.9645,1,0,0,0,0,0,0,0,Upper Hill
4023,40.4489,-80.0007,0,0,1,1,0,0,0,0,North Shore
4024,40.4789,-80.043,0,0,0,0,0,0,0,0,Brighton Heights
4026,40.4717,-80.0376,0,0,0,0,0,0,0,0,Marshall-Shadeland
4027,40.47,-80.0256,0,0,0,1,0,0,0,0,Perry South
4029,40.4789,-80.0309,0,0,0,0,0,0,0,0,Brighton Heights
4030,40.4597,-80.0306,0,0,0,1,0,0,0,0,Chateau
4032,40.4541,-79.9968,1,0,0,0,0,0,0,0,East Allegheny
4034,40.4789,-80.043,0,0,0,1,0,0,0,0,Brighton Heights
4035,40.4489,-80.0231,0,0,0,0,1,0,0,0,Chateau
4036,40.4739,-80.0391,0,0,0,1,0,0,0,0,Brighton Heights
4037,40.3995,-80.0208,0,0,0,0,0,0,0,0,Brookline
4039,40.3934,-79.9818,1,0,0,1,0,0,0,0,Carrick
4040,40.4192,-79.9924,0,0,0,0,0,0,0,0,Allentown
4042,40.4504,-80.0883,0,0,0,1,0,0,0,0,Fairywood
4043,40.453,-80.0395,0,0,0,0,0,0,0,0,Esplen
4045,40.4121,-80.0107,0,0,0,0,0,0,0,0,Brookline
4046,40.4285,-79.9762,0,0,0,0,0,0,0,0,South Side Flats
4047,40.4236,-79.9618,0,0,0,0,0,0,0,0,South Side Flats
4048,40.4165,-79.9561,0,0,0,0,0,0,0,0,South Side Flats
4049,40.3944,-79.9973,0,0,0,1,0,0,0,0,Overbrook
4050,40.3995,-80.0002,0,0,0,1,0,0,0,0,Carrick
4051,40.4039,-79.9902,0,0,0,0,0,0,0,0,Carrick
4052,40.4269,-80.0559,0,0,0,1,0,0,0,0,Oakwood
4053,40.4381,-80.0128,0,0,0,1,0,0,0,0,South Shore
4054,40.463,-79.956,1,0,0,1,0,1,0,0,Bloomfield
4057,40.4356,-79.9942,1,0,0,0,0,0,0,0,Bluff
4059,40.4437,-80.0548,1,0,0,0,0,0,0,0,Crafton Heights
4060,40.4586,-79.9574,0,1,0,0,1,0,0,0,Polish Hill
4065,40.439,-79.9981,0,0,1,1,0,0,0,0,Central Business District
4066,40.44,-79.9681,0,0,0,1,0,0,0,0,Terrace Village
4067,40.3973,-80.0232,0,0,0,1,0,0,0,0,Brookline
4069,40.4399,-80.0353,0,0,0,0,0,0,0,0,West End
4070,40.3974,-79.9992,0,0,0,0,0,0,0,0,Brookline
4071,40.4521,-80.0384,1,0,0,0,0,0,0,0,Elliott
4072,40.3805,-79.9858,0,0,0,0,1,0,0,0,Overbrook
4073,40.391,-80.0126,0,0,0,0,1,0,0,0,Brookline
4074,40.4234,-80.0018,0,0,0,0,0,0,0,0,Mount Washington
4075,40.4029,-80.0207,0,0,0,1,0,0,0,1,Brookline
4077,40.4545,-80.0524,0,1,0,0,1,0,0,0,Sheraden
4078,40.3912,-79.9741,0,0,0,0,0,0,0,0,Carrick
4083,40.4416,-80.0299,0,0,0,0,0,0,0,0,Duquesne Heights
4084,40.4611,-79.8703,0,0,0,0,1,0,0,0,East Hills
4085,40.4527,-79.9104,0,0,1,1,0,0,0,0,Point Breeze North
4112,40.4268,-79.8921,0,0,0,0,1,0,0,0,Swisshelm Park
4153,40.4688,-79.892,0,0,0,0,0,0,0,0,Lincoln-Lemington-Belmar
4265,40.4301,-79.9992,0,0,0,0,0,0,0,0,South Shore
4267,40.4299,-79.9985,0,0,0,1,0,0,0,0,South Side Flats
4386,40.4121,-79.9556,0,0,0,0,0,0,0,0,South Side Flats
4659,40.4305,-80.0002,0,0,0,1,0,0,0,0,South Shore
4692,40.4942,-80.0099,0,0,0,0,0,0,0,0,Summer Hill
4712,40.4939,-80.011,0,0,0,0,0,0,0,0,Summer Hill
4713,40.4962,-80.0123,0,0,0,1,0,0,0,0,Perry North
4716,40.4931,-80.0114,0,0,0,0,0,0,0,0,Perry North
4717,40.493,-80.0114,0,0,0,1,0,0,0,0,Perry North
4794,40.4301,-79.9992,0,0,0,0,0,0,0,0,South Shore
4867,40.392,-79.9346,0,0,0,1,0,0,0,0,Hays
5011,40.4936,-80.0112,0,0,0,1,0,0,0,0,Perry North
5030,40.4942,-80.0099,0,0,0,1,0,0,0,0,Summer Hill
5090,40.4301,-79.9992,0,0,0,0,0,0,0,0,South Shore
5164,40.3967,-80.0307,0,0,0,0,0,0,0,0,Brookline
5224,40.4301,-79.9992,0,0,0,0,0,0,0,0,South Shore
5493,40.4952,-80.012,0,0,0,1,0,0,0,0,Perry North
5548,40.4302,-79.9993,0,0,0,0,0,0,0,0,South Shore
5566,40.4403,-80.0822,0,0,0,0,0,0,0,0,Fairywood
5624,40.4647,-79.9798,0,0,0,1,0,0,0,0,Troy Hill
5677,40.4954,-80.012,0,0,0,0,0,0,0,0,Perry North
5867,40.3795,-79.9252,0,0,0,0,0,0,0,0,New Homestead
5947,40.4677,-79.9774,0,0,0,1,0,0,0,0,Troy Hill
6014,40.4949,-80.0073,0,0,0,1,0,0,0,0,Summer Hill
6126,40.4304,-80.0,0,0,0,0,0,0,0,0,South Shore
6166,40.4432,-79.9535,0,0,0,0,0,0,0,0,North Oakland
6167,40.4411,-80.0068,0,0,0,1,0,0,0,0,Central Business District
6170,40.4427,-80.0445,0,0,0,0,0,0,0,0,Elliott
6182,40.4343,-80.0078,0,0,0,1,0,0,0,0,South Shore
6187,40.4286,-79.9373,0,0,0,1,0,0,0,0,Squirrel Hill South
6190,40.438,-79.9911,0,0,0,0,0,0,0,0,Bluff
6192,40.4287,-79.9791,0,0,0,1,0,0,0,0,South Side Flats
6197,40.4378,-80.0002,0,0,0,0,0,0,0,0,Central Business District
6209,40.4635,-79.9174,0,0,0,1,0,0,0,0,Larimer
6211,40.4546,-79.9465,0,0,0,0,0,0,0,0,Bloomfield
6212,40.4675,-79.9048,0,0,0,1,0,0,0,1,Lincoln-Lemington-Belmar
6213,40.4508,-79.889,0,0,0,0,0,0,0,0,Homewood South
6215,40.4359,-79.9609,0,0,0,1,0,0,0,0,South Oakland
6216,40.4447,-79.8962,0,0,0,1,0,0,0,0,Point Breeze
6217,40.4289,-79.9393,0,0,0,0,0,0,0,0,Greenfield
6218,40.4504,-79.9487,0,0,1,1,0,0,0,0,Shadyside
6219,40.4781,-79.9411,0,0,0,0,0,0,0,0,Stanton Heights
6220,40.4563,-79.9408,1,0,0,1,0,0,0,0,Bloomfield
6224,40.4358,-79.9658,0,0,0,0,0,0,0,0,South Oakland
6225,40.4241,-79.945,0,0,0,0,0,0,0,0,Greenfield
6226,40.4402,-79.9606,0,0,0,1,0,0,0,0,Central Oakland
6227,40.4381,-79.923,0,0,0,0,0,0,0,0,Squirrel Hill North
6228,40.4489,-79.8996,0,0,0,0,0,1,1,0,Point Breeze North
6229,40.3911,-79.9346,0,0,0,0,0,0,0,0,Hays
6230,40.4554,-79.9315,0,1,0,0,1,0,0,0,Shadyside
6231,40.4285,-79.9159,0,0,0,0,0,0,0,0,Squirrel Hill South
6232,40.4283,-79.9317,0,0,0,0,0,0,0,0,Greenfield
6233,40.4545,-80.0116,0,0,0,0,0,0,0,0,Allegheny Center
6235,40.48,-80.0444,0,0,0,1,0,0,0,0,Brighton Heights
6236,40.4532,-79.9927,0,0,0,1,0,0,0,0,North Shore
6237,40.4519,-80.0166,0,0,0,0,0,0,0,0,Allegheny West
6238,40.4636,-79.9808,0,0,0,0,0,0,0,0,Troy Hill
6239,40.4488,-80.0205,0,0,0,0,0,0,0,0,Chateau
6240,40.4709,-80.0094,0,0,0,1,0,0,0,0,Perry South
6241,40.4949,-80.0072,0,0,0,1,0,0,0,0,Summer Hill
6242,40.4572,-79.9978,0,0,0,1,0,0,0,0,East Allegheny
6243,40.454,-80.0289,0,0,0,1,0,0,0,0,Chateau
6245,40.4589,-80.03,0,0,0,0,0,0,0,0,Chateau
6246,40.4419,-80.009,0,0,1,1,0,0,0,0,Central Business District
6247,40.4541,-79.9534,0,0,0,0,0,0,0,0,North Oakland
6248,40.4356,-79.9942,0,0,0,0,0,0,0,0,Bluff
6249,40.4353,-79.9931,0,0,0,0,0,0,0,0,Bluff
6251,40.402,-80.0006,0,0,0,0,0,0,0,0,Carrick
6252,40.4258,-80.0198,0,0,1,1,0,0,0,0,Mount Washington
6253,40.399,-80.0215,0,0,0,0,0,0,0,0,Brookline
6254,40.4329,-80.0135,0,1,0,0,1,0,0,0,Mount Washington
6258,40.4392,-79.9602,0,0,0,0,0,0,0,0,Central Oakland
6276,40.4664,-79.9082,0,0,0,1,0,0,0,0,Larimer
6277,40.4742,-80.015,0,0,0,0,0,0,0,0,Perry South
6279,40.4721,-80.0379,0,0,0,0,0,0,0,0,Brighton Heights
6280,40.4413,-79.9806,0,0,0,1,0,0,0,0,Crawford-Roberts
6282,40.3974,-79.9992,0,0,0,0,0,0,0,0,Brookline
6284,40.4071,-80.015,0,0,0,1,0,0,0,1,Brookline
6295,40.4605,-79.8885,0,0,0,1,0,0,0,1,Homewood North
6296,40.4526,-79.9287,0,0,0,0,0,0,0,0,Shadyside
6297,40.4533,-79.9248,0,0,0,1,0,0,0,0,Shadyside
6298,40.4541,-79.9968,0,0,1,1,0,0,0,0,East Allegheny
6299,40.3947,-79.9973,0,0,0,0,0,0,0,0,Brookline
6300,40.3838,-79.9933,0,0,0,0,0,0,0,0,Overbrook
6302,40.385,-79.9949,0,1,0,0,1,0,0,0,Overbrook
6328,40.4656,-79.9477,0,0,0,0,0,0,0,0,Bloomfield
6329,40.4541,-79.9494,0,0,0,0,0,0,0,0,Bloomfield
6335,40.3797,-79.9154,0,0,0,0,0,0,0,0,Lincoln Place
6336,40.4526,-79.9266,0,0,0,0,0,0,0,0,Shadyside
6346,40.437,-79.9594,0,0,0,0,0,0,0,0,Central Oakland
6349,40.4504,-79.8907,0,0,0,1,0,0,0,1,Homewood South
6350,40.4542,-79.9484,0,0,0,1,0,0,0,0,Bloomfield
6352,40.3765,-79.9096,0,0,0,0,1,0,0,0,Lincoln Place
6357,40.4352,-79.9834,0,0,0,1,0,0,0,0,Bluff
6365,40.4889,-80.0096,1,0,0,1,0,0,0,0,Summer Hill
6373,40.4556,-79.9107,0,0,0,1,0,0,0,0,Point Breeze North
6380,40.4658,-80.0102,0,0,0,1,0,0,0,0,Perry South
6382,40.4515,-79.945,0,0,0,1,0,0,0,0,Shadyside
6384,40.4636,-79.953,0,0,0,0,0,0,0,0,Bloomfield
6385,40.4565,-79.8923,0,0,0,0,0,0,0,0,Homewood North
6386,40.4377,-79.9726,0,0,0,0,0,0,0,0,West Oakland
6387,40.4621,-80.0308,0,0,0,1,0,0,0,0,Marshall-Shadeland
6389,40.4405,-79.9915,0,0,1,1,0,0,0,0,Central Business District
6392,40.4381,-79.9851,0,0,0,0,0,0,0,0,Bluff
6395,40.4113,-80.0311,0,0,0,1,0,0,0,0,Beechview
6396,40.4145,-79.988,0,0,0,0,0,0,0,0,Knoxville
6398,40.4258,-80.0198,0,0,1,1,0,0,0,0,Mount Washington
6399,40.388,-79.9846,0,0,0,0,0,0,0,0,Carrick
6402,40.4531,-80.0396,0,0,0,0,0,0,0,0,Esplen
6403,40.4691,-79.9187,0,0,0,1,0,0,0,0,Highland Park
6404,40.4385,-79.9612,1,0,0,1,0,0,0,0,Central Oakland
6421,40.4372,-79.963,0,0,1,1,0,0,0,0,South Oakland
6423,40.425,-79.9312,0,0,0,0,0,0,0,0,Greenfield
6425,40.4577,-79.9359,0,0,0,1,0,0,0,0,Friendship
6426,40.4598,-79.9714,0,0,1,1,0,0,0,0,Strip District
6427,40.4276,-79.9689,1,0,0,0,0,0,0,0,South Side Flats
6430,40.4323,-80.0043,0,0,0,0,0,0,0,0,South Shore
6432,40.4001,-80.0238,0,0,0,1,0,0,0,0,Brookline
6433,40.3962,-79.9981,0,0,0,1,0,0,0,0,Carrick
6437,40.4517,-79.8847,1,0,0,1,0,0,0,0,East Hills
6447,40.4416,-79.9569,0,0,0,0,0,0,0,0,Central Oakland
6449,40.4702,-79.9085,0,0,0,0,0,0,0,0,Lincoln-Lemington-Belmar
6451,40.4654,-79.9347,0,0,0,1,0,0,0,1,Garfield
6456,40.4278,-79.9286,0,0,1,1,0,0,0,0,Greenfield
6457,40.4666,-80.0346,0,0,0,0,1,0,0,0,Marshall-Shadeland
6458,40.4489,-80.0007,0,0,0,1,0,0,0,0,North Shore
6459,40.4684,-79.9769,0,0,0,1,0,0,0,0,Troy Hill
6461,40.427,-79.9199,0,0,0,1,0,0,0,0,Squirrel Hill South
6473,40.4366,-79.9555,0,0,0,0,0,0,0,0,Central Oakland
6474,40.4624,-79.9056,0,0,0,1,0,0,0,0,Homewood West
6475,40.4439,-79.9507,0,0,0,1,0,0,0,0,North Oakland
6481,40.4466,-79.9871,0,0,0,1,0,0,0,0,Crawford-Roberts
6483,40.4388,-79.9973,0,0,0,0,0,0,0,0,Central Business District
6484,40.4843,-80.0358,1,0,0,1,0,0,0,0,Brighton Heights
6487,40.3987,-80.0258,0,0,0,0,0,0,0,0,Beechview
6488,40.385,-79.9949,0,0,0,0,0,0,0,0,Overbrook
6489,40.4258,-80.0199,0,0,0,1,0,0,0,0,Duquesne Heights
6490,40.4419,-80.0304,0,0,0,1,0,0,0,0,Duquesne Heights
6491,40.4443,-80.0283,0,0,0,0,1,0,0,0,West End
6492,40.4075,-80.0045,0,0,0,1,0,0,0,0,Bon Air
6509,40.4536,-80.0646,0,0,0,0,0,0,0,0,Sheraden
6510,40.3992,-80.025,0,0,0,0,0,0,0,0,Brookline
6511,40.456,-79.9476,0,0,0,1,0,0,0,0,Bloomfield
6512,40.4358,-79.896,0,0,0,1,0,0,0,0,Regent Square
6516,40.4642,-80.0113,0,0,0,1,0,0,0,0,Perry South
6517,40.4495,-80.0251,0,0,0,1,0,0,0,0,Chateau
6519,40.413,-80.01,0,0,0,1,0,0,0,0,Brookline
6520,40.4456,-79.9731,0,0,0,0,0,0,0,0,Middle Hill
6521,40.3822,-79.9959,0,0,0,0,0,0,0,0,Overbrook
6522,40.3846,-79.9951,0,0,0,1,0,0,0,0,Overbrook
6523,40.3772,-80.0042,0,0,0,1,0,0,0,0,Overbrook
6524,40.4124,-80.0104,0,0,0,0,1,0,0,0,Brookline
6526,40.464,-79.9245,0,0,0,1,0,0,0,0,East Liberty
6527,40.4648,-79.9356,0,0,0,0,0,0,0,0,Garfield
6528,40.4457,-79.9564,0,0,0,1,0,0,0,0,North Oakland
6534,40.4352,-79.9834,0,0,0,0,0,0,0,0,Bluff
6536,40.4257,-79.9014,0,0,0,1,0,0,0,0,Swisshelm Park
6537,40.4319,-80.0242,0,0,0,1,0,0,0,0,Duquesne Heights
6546,40.4319,-80.0242,0,0,0,1,0,0,0,0,Duquesne Heights
6552,40.4655,-79.9352,0,0,0,0,0,0,0,0,Garfield
6553,40.4646,-79.9616,0,0,0,1,0,0,0,0,Lower Lawrenceville
6557,40.411,-80.0059,0,0,0,0,0,0,0,0,Bon Air
6561,40.4323,-79.9183,0,0,0,0,0,0,0,0,Squirrel Hill South
6564,40.4773,-79.9567,0,0,0,0,0,0,0,0,Central Lawrenceville
6565,40.4746,-80.0052,0,0,0,0,0,0,0,0,Northview Heights
6568,40.4266,-79.917,0,0,0,1,0,0,0,0,Squirrel Hill South
6574,40.4727,-79.9359,0,0,0,0,0,0,0,0,Central Lawrenceville
6575,40.4551,-79.8997,0,0,1,1,0,0,0,0,Homewood South
6576,40.426,-79.9169,0,0,0,0,0,0,0,0,Squirrel Hill South
6577,40.4381,-79.954,0,0,0,1,0,0,0,0,Central Oakland
6586,40.4154,-79.9249,0,1,0,0,1,0,0,0,Squirrel Hill South
6588,40.4882,-79.9296,0,0,0,1,0,0,0,0,Stanton Heights
6589,40.4457,-80.0126,0,0,0,0,0,0,0,0,North Shore
6590,40.445,-80.0416,0,0,0,1,0,0,0,0,Elliott
6591,40.454,-80.0289,0,0,0,0,0,0,0,0,Chateau
6592,40.4366,-79.9944,0,0,0,0,0,0,0,0,Central Business District
6607,40.4258,-79.9003,0,0,0,0,1,1,0,0,Swisshelm Park
6611,40.4487,-80.0066,0,0,0,0,1,0,0,0,North Shore
